ID,len,age
1211,71,NA
1212,71,NA
1213,72,NA
1214,72,NA
1215,73,NA
1216,74,NA
1217,72,NA
1218,73,NA
1219,71,NA
1220,73,NA
1221,73,NA
1222,71,NA
1223,72,NA
1224,73,NA
1225,74,NA
1226,70,NA
1227,71,NA
1228,72,NA
1229,74,NA
1230,71,NA
1231,73,NA
1232,73,NA
1233,71,NA
1234,73,NA
1235,71,NA
1236,72,NA
1237,71,5
1238,72,NA
1239,73,NA
1240,72,NA
1241,73,NA
1242,71,NA
1243,73,NA
1244,72,NA
1245,70,NA
1246,72,NA
1247,72,NA
1248,72,NA
1249,72,NA
1250,73,NA
1251,74,NA
1252,71,NA
1253,71,5
1254,72,NA
1255,70,NA
1256,73,NA
1257,73,NA
1258,73,NA
1259,71,NA
1260,71,NA
1261,73,NA
1262,77,NA
1263,77,NA
1264,76,NA
1265,77,NA
1266,78,NA
1267,75,NA
1268,77,NA
1269,79,5
1270,76,NA
1271,76,NA
1272,78,NA
1273,76,NA
1274,77,5
1275,76,NA
1276,76,NA
1277,77,NA
1278,77,NA
1279,76,NA
1280,75,NA
1281,77,NA
1282,77,NA
1283,76,NA
1284,79,NA
1285,77,NA
1286,79,NA
1287,77,NA
1288,75,NA
1289,78,NA
1290,78,NA
1291,75,NA
1292,75,NA
1293,78,NA
1294,78,NA
1295,75,NA
1296,76,NA
1297,77,NA
1298,77,NA
1299,77,NA
1300,75,5
1301,78,NA
1302,76,NA
1303,79,NA
1304,79,NA
1305,77,NA
1306,79,5
1307,77,NA
1308,76,NA
1309,77,NA
1310,78,NA
1311,76,NA
1312,78,NA
1313,76,NA
1314,79,NA
1315,77,NA
1316,77,NA
1317,75,NA
1318,75,NA
1319,76,NA
1320,78,5
1321,76,5
1322,79,NA
1323,75,NA
1324,77,NA
1325,78,5
1326,77,NA
1327,77,NA
1328,75,NA
1329,78,NA
1330,76,NA
1331,76,NA
1332,78,NA
1333,78,NA
1334,76,NA
1335,77,NA
1336,79,NA
1337,78,5
1338,77,NA
1339,78,NA
1340,75,NA
1341,79,NA
1342,78,NA
1343,78,NA
1344,78,NA
1345,79,NA
1346,75,NA
1347,78,NA
1348,76,NA
1349,76,NA
1350,75,NA
1351,75,NA
1352,77,NA
1353,81,NA
1354,83,NA
1355,81,5
1356,81,NA
1357,82,NA
1358,84,NA
1359,84,NA
1360,83,NA
1361,81,NA
1362,83,NA
1363,81,NA
1364,81,NA
1365,83,NA
1366,84,NA
1367,81,NA
1368,82,NA
1369,82,NA
1370,81,NA
1371,82,NA
1372,84,5
1373,82,NA
1374,82,NA
1375,83,NA
1376,87,NA
1377,86,NA
1378,71,NA
1379,73,NA
1380,77,NA
1381,77,NA
1382,77,NA
1383,78,NA
1384,77,NA
1385,76,NA
1386,76,NA
1387,76,NA
1388,75,NA
1389,76,NA
1390,78,NA
1391,78,NA
1392,75,NA
1393,75,NA
1394,76,NA
1395,78,NA
1396,75,6
1397,83,NA
1398,82,NA
1399,80,NA
1400,81,NA
1401,84,NA
1402,82,NA
1403,82,NA
1404,81,NA
1405,83,6
1406,82,NA
1407,83,NA
1408,82,NA
1409,81,6
1410,83,NA
1411,84,NA
1412,82,NA
1413,81,NA
1414,83,NA
1415,83,NA
1416,84,NA
1417,80,NA
1418,81,NA
1419,83,NA
1420,82,NA
1421,83,NA
1422,83,NA
1423,83,NA
1424,82,NA
1425,80,NA
1426,81,NA
1427,84,NA
1428,82,NA
1429,83,NA
1430,81,NA
1431,83,NA
1432,84,NA
1433,82,NA
1434,82,NA
1435,83,NA
1436,80,NA
1437,83,NA
1438,82,NA
1439,82,NA
1440,84,NA
1441,84,NA
1442,84,NA
1443,82,NA
1444,81,NA
1445,81,6
1446,81,NA
1447,81,NA
1448,84,NA
1449,82,NA
1450,83,NA
1451,82,6
1452,82,6
1453,82,NA
1454,83,NA
1455,81,NA
1456,83,6
1457,82,NA
1458,81,NA
1459,81,NA
1460,81,NA
1461,80,NA
1462,83,NA
1463,83,NA
1464,84,NA
1465,89,NA
1466,85,NA
1467,89,NA
1468,89,NA
1469,88,NA
1470,87,NA
1471,85,NA
1472,85,NA
1473,87,NA
1474,89,NA
1475,88,NA
1476,85,NA
1477,86,NA
1478,88,NA
1479,87,NA
1480,85,6
1481,86,NA
1482,88,NA
1483,87,NA
1484,87,NA
1485,88,NA
1486,87,6
1487,88,NA
1488,87,NA
1489,89,NA
1490,89,NA
1491,89,NA
1492,86,NA
1493,86,NA
1494,86,NA
1495,89,NA
1496,89,NA
1497,85,NA
1498,85,NA
1499,88,NA
1500,86,NA
1501,88,NA
1502,87,NA
1503,88,NA
1504,86,NA
1505,89,NA
1506,87,NA
1507,86,NA
1508,86,NA
1509,86,NA
1510,86,NA
1511,85,6
1512,85,NA
1513,88,NA
1514,87,NA
1515,89,NA
1516,87,NA
1517,86,NA
1518,88,NA
1519,87,NA
1520,89,NA
1521,88,NA
1522,86,NA
1523,88,NA
1524,89,NA
1525,86,NA
1526,87,NA
1527,85,NA
1528,86,NA
1529,88,NA
1530,88,NA
1531,88,6
1532,87,NA
1533,86,NA
1534,86,NA
1535,86,NA
1536,86,NA
1537,88,6
1538,88,6
1539,88,NA
1540,87,NA
1541,88,NA
1542,89,6
1543,86,NA
1544,87,NA
1545,88,NA
1546,86,NA
1547,87,NA
1548,89,NA
1549,88,NA
1550,85,NA
1551,87,NA
1552,89,NA
1553,88,6
1554,87,NA
1555,88,NA
1556,86,NA
1557,87,6
1558,89,NA
1559,89,NA
1560,88,NA
1561,88,NA
1562,86,NA
1563,87,NA
1564,86,6
1565,89,NA
1566,88,NA
1567,89,NA
1568,87,NA
1569,87,NA
1570,88,NA
1571,85,NA
1572,86,NA
1573,93,NA
1574,93,NA
1575,94,NA
1576,94,NA
1577,93,NA
1578,92,NA
1579,91,NA
1580,93,NA
1581,90,NA
1582,90,NA
1583,94,NA
1584,92,NA
1585,92,NA
1586,93,NA
1587,93,NA
1588,92,NA
1589,94,6
1590,91,NA
1591,93,NA
1592,91,NA
1593,94,NA
1594,91,NA
1595,91,NA
1596,93,NA
1597,94,6
1598,91,NA
1599,93,NA
1600,92,NA
1601,93,NA
1602,91,NA
1603,91,NA
1604,92,NA
1605,90,NA
1606,93,NA
1607,93,NA
1608,94,NA
1609,92,NA
1610,91,NA
1611,93,NA
1612,93,NA
1613,92,NA
1614,91,NA
1615,91,NA
1616,91,NA
1617,90,6
1618,93,NA
1619,91,NA
1620,92,NA
1621,90,6
1622,94,NA
1623,90,NA
1624,94,NA
1625,92,NA
1626,93,NA
1627,91,NA
1628,90,NA
1629,92,NA
1630,91,NA
1631,90,NA
1632,91,6
1633,93,NA
1634,93,NA
1635,91,NA
1636,90,NA
1637,94,NA
1638,93,NA
1639,92,NA
1640,93,NA
1641,97,NA
1642,96,NA
1643,98,NA
1644,96,NA
1645,97,6
1646,98,NA
1647,96,NA
1648,96,NA
1649,98,NA
1650,96,NA
1651,96,NA
1652,99,NA
1653,99,NA
1654,99,NA
1655,97,NA
1656,98,NA
1657,96,NA
1658,104,NA
1659,104,NA
1660,82,NA
1661,82,NA
1662,82,NA
1663,89,NA
1664,88,NA
1665,89,NA
1666,89,NA
1667,88,NA
1668,86,NA
1669,87,NA
1670,85,NA
1671,86,NA
1672,86,NA
1673,85,NA
1674,88,NA
1675,86,NA
1676,87,NA
1677,87,NA
1678,86,NA
1679,85,NA
1680,87,7
1681,86,NA
1682,88,NA
1683,86,NA
1684,86,NA
1685,86,NA
1686,87,NA
1687,87,NA
1688,88,NA
1689,91,NA
1690,91,NA
1691,91,NA
1692,91,NA
1693,94,NA
1694,93,NA
1695,90,NA
1696,93,NA
1697,92,NA
1698,92,NA
1699,92,NA
1700,91,NA
1701,91,NA
1702,91,NA
1703,90,NA
1704,92,NA
1705,92,NA
1706,91,NA
1707,93,NA
1708,92,NA
1709,93,NA
1710,93,NA
1711,92,NA
1712,91,NA
1713,93,NA
1714,93,NA
1715,91,7
1716,92,NA
1717,90,NA
1718,91,NA
1719,91,NA
1720,90,NA
1721,92,7
1722,92,NA
1723,92,NA
1724,91,7
1725,93,NA
1726,93,NA
1727,92,NA
1728,93,NA
1729,90,NA
1730,93,NA
1731,92,NA
1732,92,NA
1733,91,NA
1734,92,7
1735,90,NA
1736,93,NA
1737,92,NA
1738,94,NA
1739,92,NA
1740,90,NA
1741,94,NA
1742,91,NA
1743,90,NA
1744,92,NA
1745,90,NA
1746,91,NA
1747,91,7
1748,90,7
1749,93,NA
1750,92,NA
1751,93,NA
1752,93,NA
1753,92,NA
1754,92,NA
1755,92,NA
1756,92,NA
1757,91,7
1758,90,NA
1759,91,NA
1760,93,NA
1761,90,NA
1762,93,7
1763,92,NA
1764,94,NA
1765,94,NA
1766,93,NA
1767,91,7
1768,91,NA
1769,93,NA
1770,92,NA
1771,93,NA
1772,93,NA
1773,94,NA
1774,92,NA
1775,93,NA
1776,90,NA
1777,93,NA
1778,94,NA
1779,92,NA
1780,93,NA
1781,93,NA
1782,92,NA
1783,93,7
1784,94,NA
1785,91,7
1786,94,NA
1787,92,NA
1788,92,NA
1789,93,NA
1790,92,7
1791,95,NA
1792,96,NA
1793,96,NA
1794,95,NA
1795,97,NA
1796,97,NA
1797,97,NA
1798,97,NA
1799,98,NA
1800,97,NA
1801,95,NA
1802,98,NA
1803,97,NA
1804,95,NA
1805,98,NA
1806,96,NA
1807,97,NA
1808,99,NA
1809,96,NA
1810,98,NA
1811,96,NA
1812,96,NA
1813,98,NA
1814,98,NA
1815,97,NA
1816,96,7
1817,97,NA
1818,96,NA
1819,95,NA
1820,97,NA
1821,97,NA
1822,97,NA
1823,99,NA
1824,97,NA
1825,96,NA
1826,97,NA
1827,98,NA
1828,96,NA
1829,96,NA
1830,96,NA
1831,97,NA
1832,97,7
1833,98,NA
1834,97,NA
1835,98,NA
1836,96,NA
1837,96,NA
1838,97,NA
1839,96,NA
1840,98,NA
1841,98,NA
1842,99,7
1843,98,NA
1844,96,NA
1845,98,NA
1846,96,7
1847,98,NA
1848,97,NA
1849,97,NA
1850,96,NA
1851,95,NA
1852,97,NA
1853,96,NA
1854,97,NA
1855,96,NA
1856,97,NA
1857,96,NA
1858,96,NA
1859,95,NA
1860,99,NA
1861,97,NA
1862,97,NA
1863,95,NA
1864,97,NA
1865,98,NA
1866,99,NA
1867,95,7
1868,97,NA
1869,97,NA
1870,97,NA
1871,99,NA
1872,98,NA
1873,98,NA
1874,98,NA
1875,95,NA
1876,98,7
1877,97,NA
1878,97,NA
1879,96,NA
1880,98,NA
1881,99,NA
1882,96,NA
1883,96,NA
1884,97,NA
1885,98,NA
1886,95,NA
1887,98,NA
1888,96,7
1889,95,NA
1890,97,NA
1891,95,NA
1892,97,NA
1893,97,NA
